"﻿http://court.gov.ua/log_documents/24901288/2610/";"Дата та час початку автоматичного розподілу  20.09.2017 11:29:17...";"Єдиний унікальний номер: 761/33146/17";"Номер провадження: 1-кс/761/21102/2017";"Номер провадження слідчих органів: 1/2017/11/000/0000144";;;;;
"http://court.gov.ua/log_documents/24992940/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 17:20:35...";"Єдиний унікальний номер: 761/33928/17";"Номер провадження: 1-кс/761/21530/2017";"Номер провадження слідчих органів: 1/2016/11/001/0007357";;;;;
"http://court.gov.ua/log_documents/24993090/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 15:52:53...";"Єдиний унікальний номер: 761/33929/17";"Номер провадження: 3/761/7147/2017";"Спеціалізація: ЗУ ""Про боротьбу з корупцією""";;;;;
"http://court.gov.ua/log_documents/24993216/2610/";"Дата та час початку автоматичного розподілу  26.09.2017 16:54:07...";"Єдиний унікальний номер: 761/33930/17";"Номер провадження: 1-кп/761/1661/2017";"Номер провадження слідчих органів: 2/2017/00/000/0000046";;;;;
"http://court.gov.ua/log_documents/24993434/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 15:56:39...";"Єдиний унікальний номер: 761/33931/17";"Номер провадження: 3/761/7148/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/24993496/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 16:34:21...";"Єдиний унікальний номер: 761/33932/17";"Номер провадження: 2/761/7331/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/24993562/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 15:59:26...";"Єдиний унікальний номер: 761/33933/17";"Номер провадження: 3/761/7149/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/24993563/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 17:20:59...";"Єдиний унікальний номер: 761/33934/17";"Номер провадження: 1-кс/761/21531/2017";"Номер провадження слідчих органів: 1/2013/11/010/0013505";;;;;
"http://court.gov.ua/log_documents/24993661/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 16:01:44...";"Єдиний унікальний номер: 761/33935/17";"Номер провадження: 3/761/7150/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/24993685/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 17:21:24...";"Єдиний унікальний номер: 761/33936/17";"Номер провадження: 1-кс/761/21532/2017";"Номер провадження слідчих органів: 1/2015/10/010/0004190";;;;;
"http://court.gov.ua/log_documents/24993730/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 16:03:41...";"Єдиний унікальний номер: 761/33937/17";"Номер провадження: 3/761/7151/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/24993850/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 16:05:46...";"Єдиний унікальний номер: 761/33938/17";"Номер провадження: 3/761/7152/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
"http://court.gov.ua/log_documents/24993851/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 16:32:06...";"Єдиний унікальний номер: 761/33939/17";"Номер провадження: 2/761/7332/2017";"Спеціалізація: Позовне провадження";;;;;
"http://court.gov.ua/log_documents/24993961/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 17:21:48...";"Єдиний унікальний номер: 761/33940/17";"Номер провадження: 1-кс/761/21533/2017";"Номер провадження слідчих органів: 1/2014/11/000/0000011";;;;;
"http://court.gov.ua/log_documents/24993962/2610/";"Дата та час початку автоматичного розподілу  25.09.2017 16:10:40...";"Єдиний унікальний номер: 761/33941/17";"Номер провадження: 3/761/7153/2017";"Спеціалізація: Справи про адмінправопорушення";;;;;
